date,loc,home_team,away_team,group,home_team_id,away_team_id,recent,result,home_wins,away_wins,home_team_fitness,away_team_fitness,home_team_level,away_team_level,championship_importance,neutral,home_team_fifa_ranking,away_team_fifa_ranking
6/14/2018 18:00,"Luzhniki Stadium, Moscow",Spain,Brazil,semis,197,29,1,,,,97,114,10,10,5,1,1162,1384
6/15/2018 15:00,Ekaterinburg Stadium,Portugal,Germany,semis,172,79,1,,,,114,137,9,10,5,1,1306,1544
