,group,home_team,away_team,home_team_id,away_team_id,recent,home_team_fitness,away_team_fitness,home_team_level,away_team_level,championship_importance,home_team_fifa_ranking,away_team_fifa_ranking,neutral,result
0,final,Spain,Portugal,197,172,1.0,97,94,10,9,5,1162,1306,1,1.0
